Customer_ID,Count,Gender,Age,Under_30,Senior_Citizen,Married,Dependents,Number_of_Dependents,Country,State,City,Zip_Code,Lat_Long,Latitude,Longitude,Satisfication_Score,Quarter,Referred_a_Friend,Number_of_Referrals,Tenure_in_Months,Offer,Phone_Service,Avg_Monthly_Long_Distance_Charges,Multiple_Lines,Internet_Service,Internet_Type,Avg_Monthly_GB_Download,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Tech_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Churn_Category,,,,Churn_Category,Monthly_Charge
7541-YLXCL,1,Male,68,No,Yes,NaN,No,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Q3,No,0,3,Offer E,Yes,NaN,Yes,Yes,Fiber Optic,NaN,NaN,NaN,Yes,NaN,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,105,294.45,0,0,106.29,400.74,3,,,,3,105
2026-TGDHM,1,Male,29,Yes,No,Yes,No,0,NaN,California,Redwood City,94063,"37.499411, -122.196318",37.499411,-122.196318,4,Q3,Yes,NaN,71,None,Yes,NaN,Yes,Yes,Fiber Optic,27,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,NaN,NaN,8310.55,0,130,2401.93,10842.48,0,,,,0,NaN
5808-TOTXO,1,Female,68,No,Yes,Yes,NaN,0,United States,California,Hickman,95323,NaN,37.605926,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,,,,2,NaN
3746-EUBYR,1,Female,36,No,No,Yes,Yes,2,United States,California,Rio Nido,95471,"38.522328, -122.97932",38.522328,-122.97932,NaN,Q3,Yes,NaN,68,None,Yes,25.16,Yes,Yes,Cable,26,NaN,Yes,Yes,NaN,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,85.3,5560,0,0,1710.88,7270.88,0,,,,0,85.3
2164-SOQXL,NaN,Female,42,No,No,No,No,0,United States,California,Santa Monica,90403,"34.031529, -118.491156",34.031529,-118.491156,NaN,Q3,No,0,4,None,Yes,9.81,No,Yes,DSL,30,No,Yes,No,No,No,NaN,No,Yes,Month-to-Month,No,Credit Card,50.7,151.3,NaN,0,39.24,190.54,5,,,,5,50.7
4534-WGCIR,NaN,NaN,35,No,No,Yes,No,0,United States,NaN,NaN,95823,"38.475465, -121.443625",38.475465,-121.443625,3,Q3,Yes,10,72,Offer A,Yes,29,Yes,Yes,Fiber Optic,22,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,113.65,8182.75,NaN,NaN,2088,10270.75,0,,,,0,113.65
5281-BUZGT,1,NaN,32,No,No,Yes,No,0,United States,California,Fontana,92337,"34.049671, -117.468896",34.049671,-117.468896,1,Q3,No,0,8,Offer E,NaN,26.41,NaN,Yes,Fiber Optic,16,No,No,No,NaN,NaN,NaN,Yes,NaN,Month-to-Month,Yes,Credit Card,85.2,627.4,0,0,211.28,838.68,1,,,,1,85.2
5736-YEJAX,1,Female,41,NaN,No,Yes,No,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,Q3,Yes,8,72,None,Yes,8.98,NaN,No,None,0,No,No,No,No,No,No,NaN,No,Two Year,No,Bank Withdrawal,24.55,1750.7,NaN,0,646.56,2397.26,0,,,,0,24.55
1568-LJSZU,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,NaN,Los Angeles,90056,"33.987945, -118.370442",33.987945,-118.370442,3,Q3,NaN,0,16,Offer D,Yes,6.86,No,Yes,DSL,8,No,Yes,NaN,Yes,No,NaN,No,No,NaN,Yes,Credit Card,NaN,834.15,NaN,40,109.76,983.91,5,,,,5,NaN
9402-ORRAH,NaN,Male,NaN,No,No,No,No,0,United States,California,Biola,93606,"36.798882, -120.019511",36.798882,-120.019511,1,Q3,No,0,19,Offer D,Yes,NaN,Yes,Yes,Fiber Optic,18,No,Yes,No,No,Yes,Yes,NaN,Yes,Month-to-Month,Yes,NaN,99.95,1931.75,0,0,41.61,1973.36,1,,,,1,99.95
9079-LWTFD,1,Male,58,No,No,No,No,0,United States,California,NaN,NaN,NaN,33.141265,-116.967221,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,,,,1,NaN
5970-GHJAW,1,Male,43,NaN,NaN,No,NaN,0,United States,California,Redlands,92373,"34.003243, -117.138286",34.003243,-117.138286,4,NaN,No,0,31,None,Yes,37.07,Yes,Yes,Fiber Optic,NaN,NaN,Yes,No,No,No,No,NaN,Yes,Month-to-Month,Yes,Bank Withdrawal,NaN,NaN,0,0,NaN,3578.27,0,,,,0,NaN
2927-QRRQV,1,Male,34,No,No,No,No,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,Q3,No,0,52,None,Yes,6.8,Yes,Yes,DSL,30,NaN,Yes,Yes,NaN,Yes,Yes,Yes,Yes,NaN,Yes,Credit Card,89.25,4652.4,0,NaN,353.6,5006,0,,,,0,89.25
0017-IUDMW,1,NaN,49,No,No,No,NaN,NaN,United States,California,Oakland,94618,"37.84551, -122.235181",37.84551,-122.235181,3,Q3,No,0,1,None,Yes,36.28,No,No,None,0,No,No,No,No,No,No,No,NaN,Month-to-Month,No,NaN,20.75,20.75,0,0,36.28,57.03,0,,,,0,20.75
9138-EFSMO,1,Female,57,No,No,NaN,No,0,NaN,California,San Jose,95119,"37.233226, -121.78809",37.233226,-121.78809,4,Q3,No,0,12,Offer D,NaN,36.65,No,No,None,0,No,No,No,No,NaN,No,No,No,One Year,No,Credit Card,19.7,260.9,0,0,439.8,700.7,0,,,,0,19.7
3798-EPWRR,1,Female,57,No,No,No,No,0,United States,California,Aliso Viejo,92656,NaN,33.571259,-117.731917,3,Q3,No,0,28,Offer C,Yes,11.32,No,Yes,DSL,11,NaN,NaN,No,NaN,No,NaN,No,Yes,NaN,Yes,NaN,NaN,1654.7,0,0,316.96,1971.66,0,,,,0,NaN
2439-QKJUL,1,NaN,54,No,No,NaN,NaN,0,United States,California,Encino,91316,"34.150354, -118.518292",34.150354,-118.518292,3,Q3,NaN,0,1,Offer E,Yes,15.51,No,No,None,0,No,NaN,No,No,NaN,No,No,No,Month-to-Month,No,Credit Card,20.9,20.9,0,0,15.51,36.41,2,,,,2,20.9
6603-QWSPR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,Glen Ellen,95442,"38.368744, -122.522642",38.368744,-122.522642,4,Q3,No,NaN,56,Offer B,Yes,10.57,NaN,Yes,Fiber Optic,28,Yes,No,No,No,Yes,Yes,No,Yes,One Year,No,Credit Card,94.8,5264.3,NaN,0,591.92,5856.22,0,,,,0,94.8
6023-GSSXW,1,Male,42,No,No,NaN,Yes,3,NaN,California,Pasadena,91106,"34.139402, -118.128658",34.139402,-118.128658,3,Q3,No,0,71,Offer A,Yes,37.03,Yes,Yes,DSL,26,Yes,No,No,No,Yes,No,No,Yes,NaN,Yes,Bank Withdrawal,66.2,NaN,0,0,2629.13,7321.68,0,,,,0,66.2
2233-FAGXV,1,Female,44,No,NaN,Yes,Yes,3,United States,California,Hoopa,95546,"41.163637, -123.704841",41.163637,-123.704841,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,,,,0,NaN
8746-BFOAJ,1,Female,42,No,No,No,No,NaN,United States,NaN,Orange,92866,"33.784597, -117.844535",33.784597,-117.844535,4,Q3,No,0,1,NaN,No,0,No,Yes,DSL,24,Yes,No,No,No,No,No,No,Yes,NaN,No,Credit Card,29.9,29.9,NaN,0,0,29.9,0,,,,0,29.9
2636-ALXXZ,1,Male,70,No,Yes,Yes,No,NaN,United States,California,Los Olivos,93441,"34.70434, -120.02609",34.70434,-120.02609,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,,,,0,NaN
3452-ABWRL,1,Female,34,No,No,Yes,Yes,5,United States,California,Lynwood,90262,"33.923573, -118.200669",33.923573,-118.200669,NaN,Q3,Yes,1,7,NaN,Yes,8.69,No,Yes,Fiber Optic,53,No,NaN,Yes,No,No,No,NaN,NaN,Month-to-Month,Yes,Bank Withdrawal,75.15,496.9,0,0,60.83,557.73,2,,,,2,75.15
6928-ONTRW,NaN,Female,48,No,No,Yes,No,0,United States,California,San Diego,92122,"32.85723, -117.209775",32.85723,-117.209774,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,,,,1,NaN
0835-DUUIQ,1,Female,77,No,NaN,No,No,0,United States,California,Berkeley,94710,"37.872902, -122.303708",NaN,-122.303708,NaN,Q3,No,0,72,Offer A,Yes,14.12,Yes,Yes,Fiber Optic,23,Yes,Yes,No,Yes,NaN,NaN,No,Yes,Two Year,Yes,Bank Withdrawal,110.1,7746.7,NaN,0,1016.64,8718.53,0,,,,0,110.1
6582-OIVSP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,NaN,NaN,94538,"37.505768, -121.962472",37.505768,-121.962472,3,Q3,No,0,1,None,Yes,10.41,No,Yes,DSL,17,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,45.7,45.7,0,0,10.41,56.11,2,,,,2,45.7
5734-EJKXG,1,Female,79,NaN,Yes,NaN,Yes,3,United States,California,Ivanhoe,93235,"36.385818, -119.224243",36.385818,-119.224243,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,,,,0,NaN
5616-PRTNT,1,Male,40,No,No,No,No,0,United States,NaN,North Hollywood,91606,"34.187599, -118.387125",34.187599,-118.387125,5,Q3,NaN,0,16,Offer D,Yes,40.17,No,No,None,NaN,No,No,No,NaN,No,No,No,No,NaN,NaN,Mailed Check,NaN,284.35,0,0,642.72,927.07,0,,,,0,NaN
3943-KDREE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,NaN,Garden Grove,NaN,"33.786738, -117.982564",33.786738,-117.982564,4,Q3,Yes,1,56,Offer B,Yes,37.67,Yes,No,None,0,No,No,NaN,No,No,No,No,No,NaN,No,Bank Withdrawal,24.15,NaN,29.41,0,2109.52,3482.36,0,,,,0,24.15
1928-BXYIV,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,Chowchilla,93610,"37.100948, -120.270136",NaN,-120.270136,NaN,Q3,No,0,1,Offer E,Yes,28.18,NaN,No,None,0,No,No,No,No,No,No,NaN,No,Month-to-Month,Yes,Credit Card,20.25,20.25,0,0,28.18,48.43,0,,,,0,20.25
7503-ZGUZJ,1,NaN,NaN,NaN,No,Yes,Yes,1,United States,California,Fish Camp,93623,"37.483535, -119.679414",NaN,-119.679414,4,Q3,NaN,9,72,None,Yes,46.63,Yes,Yes,Fiber Optic,14,NaN,No,Yes,Yes,Yes,Yes,Yes,NaN,Two Year,Yes,Bank Withdrawal,110.45,8058.85,0,0,3357.36,11416.21,0,,,,0,110.45
9674-EHPPG,1,Male,20,Yes,No,No,Yes,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,Q3,No,0,3,Offer E,Yes,33.28,No,Yes,Cable,NaN,Yes,No,Yes,No,NaN,No,Yes,Yes,Month-to-Month,No,Credit Card,55.9,157.55,NaN,NaN,99.84,NaN,0,,,,0,55.9
4918-QLLIW,1,NaN,43,No,No,Yes,No,0,NaN,California,San Jose,95112,"37.343827, -121.883119",37.343827,-121.883119,3,Q3,Yes,9,66,Offer A,Yes,NaN,Yes,Yes,DSL,15,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Credit Card,NaN,4428.45,0,0,2488.86,6917.31,0,,,,0,NaN
0952-KMEEH,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,San Francisco,94105,"37.789168, -122.395009",37.789168,-122.395009,NaN,Q3,No,0,46,None,Yes,15.78,Yes,Yes,Fiber Optic,3,Yes,Yes,NaN,No,No,Yes,Yes,Yes,NaN,NaN,NaN,93.7,4154.8,NaN,0,725.88,4880.68,4,,,,4,93.7
4003-FUSHP,1,Male,34,No,No,No,No,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Q3,No,0,2,Offer E,No,0,No,Yes,DSL,8,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,NaN,NaN,0,0,NaN,NaN,5,,,,5,NaN
6152-ONASV,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,San Gabriel,NaN,"34.114772, -118.089431",34.114772,-118.089431,4,Q3,Yes,NaN,63,None,Yes,42.17,No,Yes,DSL,73,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,NaN,74.5,4674.55,0,0,2656.71,NaN,0,,,,0,74.5
7209-JCUDS,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,NaN,Yes,7,31,None,Yes,7.03,NaN,No,None,NaN,No,NaN,NaN,No,No,No,No,No,Two Year,No,Credit Card,25.75,755.6,NaN,0,217.93,973.53,0,,,,0,25.75
6704-UTUKK,1,Female,52,No,NaN,NaN,No,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,Q3,No,0,66,None,No,NaN,No,Yes,DSL,15,Yes,Yes,Yes,Yes,NaN,Yes,Yes,Yes,NaN,NaN,Bank Withdrawal,62.5,4136.4,NaN,0,0,4136.4,0,,,,0,62.5
5622-UEJFI,1,Female,47,NaN,No,Yes,No,0,United States,NaN,Marina Del Rey,90292,"33.977468, -118.445475",33.977468,-118.445475,1,Q3,Yes,1,3,None,Yes,38.09,Yes,Yes,Fiber Optic,30,No,No,NaN,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.75,NaN,NaN,0,114.27,379.12,1,,,,1,84.75
8565-WUXZU,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,Shingle Springs,95682,NaN,NaN,-120.963092,5,Q3,No,0,37,NaN,Yes,NaN,Yes,Yes,Fiber Optic,22,No,No,NaN,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.05,3810.55,NaN,NaN,646.02,4456.57,0,,,,0,100.05
5339-TJFEK,1,Female,25,Yes,No,Yes,NaN,0,United States,California,NaN,96142,"39.061227, -120.179546",39.061227,-120.179546,4,Q3,Yes,4,42,None,Yes,NaN,Yes,Yes,NaN,52,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,84.35,3571.6,0,0,413.28,NaN,0,,,,0,84.35
3191-CSNMG,1,Female,NaN,No,NaN,Yes,NaN,2,NaN,California,Shasta,96087,"40.617614, -122.512861",40.617614,NaN,4,Q3,Yes,1,66,None,Yes,44.38,Yes,Yes,Fiber Optic,28,Yes,Yes,No,Yes,Yes,Yes,No,Yes,NaN,Yes,Credit Card,110.6,7210.85,0,0,2929.08,10139.93,0,,,,0,110.6
4713-ZBURT,1,Male,46,No,No,Yes,No,0,United States,California,Santa Fe Springs,90670,"33.933565, -118.062611",NaN,-118.062611,3,Q3,NaN,1,72,Offer A,Yes,1.86,Yes,No,None,NaN,No,No,No,NaN,No,No,NaN,No,Two Year,Yes,Bank Withdrawal,23.55,1723.95,0,0,133.92,1857.87,0,,,,0,23.55
6873-UDNLD,1,Female,47,No,No,Yes,NaN,3,United States,California,NaN,93429,"34.866032, -120.536546",NaN,-120.536546,1,Q3,No,0,1,None,Yes,34.57,No,No,None,NaN,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,20.5,20.5,0,0,34.57,55.07,4,,,,4,20.5
5269-NRGDP,1,Female,52,No,No,Yes,Yes,2,United States,California,National City,91950,"32.67102, -117.095235",32.67102,NaN,NaN,Q3,Yes,9,5,None,No,0,No,Yes,DSL,19,No,Yes,No,NaN,No,NaN,No,Yes,Month-to-Month,NaN,Bank Withdrawal,34.25,163.55,0,0,0,163.55,0,,,,0,34.25
2225-ZRGSG,1,Female,54,No,No,Yes,Yes,1,United States,California,Leggett,95585,"39.873371, -123.741474",39.873371,-123.741474,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,,,,0,NaN
2812-REYAT,1,Female,60,No,No,Yes,NaN,3,United States,California,Boonville,95415,NaN,NaN,-123.381544,5,Q3,Yes,6,24,None,Yes,41.45,Yes,Yes,Fiber Optic,NaN,No,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,NaN,2033.05,0,NaN,NaN,3027.85,0,,,,0,NaN
5171-EPLKN,1,Female,78,No,Yes,No,No,NaN,United States,California,Los Angeles,90077,"34.102084, -118.451629",34.102084,-118.451629,4,Q3,No,0,35,Offer C,Yes,31.64,Yes,Yes,Fiber Optic,7,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.05,3554.6,0,0,1107.4,4662,0,,,,0,99.05
3521-SYVOR,1,Male,33,No,No,Yes,No,0,United States,California,Inglewood,90304,"33.936827, -118.359824",33.936827,-118.359824,3,Q3,NaN,10,27,None,Yes,9.01,No,Yes,DSL,NaN,Yes,No,No,No,No,NaN,No,NaN,One Year,No,Credit Card,NaN,1421.75,NaN,0,243.27,1665.02,0,,,,0,NaN
5115-SQAAU,1,Female,48,No,No,Yes,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,Q3,Yes,1,72,None,NaN,39.74,NaN,Yes,Fiber Optic,5,Yes,NaN,Yes,No,Yes,Yes,Yes,Yes,Two Year,NaN,Bank Withdrawal,110.75,7751.7,0,NaN,2861.28,10612.98,0,,,,0,110.75
4360-QRAVE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,San Francisco,94107,"37.768881, -122.395521",37.768881,-122.395521,NaN,Q3,Yes,NaN,NaN,None,Yes,11.77,No,No,None,0,No,No,No,No,NaN,No,No,No,Month-to-Month,NaN,Credit Card,20.85,72,0,NaN,35.31,107.31,0,,,,0,20.85
3278-FSIXX,1,Female,47,NaN,NaN,NaN,No,NaN,United States,California,Cayucos,93430,"35.511833, -120.918713",35.511833,-120.918713,NaN,Q3,No,0,26,None,No,0,NaN,NaN,NaN,NaN,No,No,Yes,NaN,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,50.35,1277.5,NaN,0,0,1277.5,0,,,,0,50.35
1752-OZXFY,1,Female,NaN,No,No,No,No,0,United States,California,Sutter Creek,95685,"38.432145, -120.77069",NaN,-120.77069,2,Q3,No,0,45,Offer B,NaN,14.12,Yes,Yes,Fiber Optic,24,No,Yes,No,NaN,Yes,No,No,Yes,NaN,Yes,Credit Card,89.3,4016.85,44.63,0,635.4,4607.62,2,,,,2,89.3
3178-CIFOT,1,NaN,NaN,No,NaN,Yes,No,NaN,United States,California,Fallbrook,92028,"33.362575, -117.299644",33.362575,-117.299644,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,,,,1,NaN
6652-YFFJO,1,Male,31,No,No,Yes,No,0,United States,California,San Jose,95117,"37.311088, -121.961786",37.311088,-121.961786,NaN,Q3,Yes,NaN,58,Offer B,NaN,17.22,NaN,Yes,Cable,21,Yes,Yes,NaN,NaN,No,No,NaN,Yes,One Year,No,Credit Card,60.3,3563.8,0,0,998.76,4562.56,2,,,,2,60.3
4226-KKDON,NaN,NaN,70,No,Yes,No,No,0,United States,NaN,Citrus Heights,95610,"38.69508, -121.271616",38.69508,-121.271616,NaN,Q3,No,NaN,32,Offer C,Yes,33.22,No,Yes,Fiber Optic,9,No,Yes,No,No,No,NaN,No,NaN,NaN,NaN,Bank Withdrawal,74.4,2276.95,44.31,0,1063.04,3295.68,1,,,,1,74.4
5055-BRMNE,1,Male,NaN,No,No,No,No,NaN,United States,California,NaN,NaN,"34.17847, -118.459472",34.17847,-118.459472,2,Q3,No,0,1,NaN,Yes,27.89,No,Yes,Fiber Optic,20,NaN,No,NaN,No,No,NaN,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.05,70.05,0,0,27.89,97.94,3,,,,3,70.05
4097-YODCF,1,Female,67,No,Yes,NaN,No,0,United States,California,NaN,94621,"37.750553, -122.197175",37.750553,-122.197175,4,Q3,Yes,NaN,45,None,Yes,NaN,No,Yes,Fiber Optic,24,NaN,No,Yes,No,NaN,Yes,No,Yes,One Year,Yes,Bank Withdrawal,86.1,NaN,12.19,0,1838.25,5687.51,0,,,,0,86.1
2842-JTCCU,1,Male,NaN,NaN,No,No,No,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,Q3,No,0,12,None,NaN,28.16,Yes,Yes,Fiber Optic,42,No,No,No,Yes,Yes,Yes,Yes,NaN,Month-to-Month,Yes,Credit Card,99.95,1132.75,0,NaN,337.92,1590.67,1,,,,1,99.95
9360-OMDZZ,1,Female,31,No,No,No,No,0,United States,California,Walnut Grove,95690,"38.240419, -121.587535",38.240419,-121.587535,1,NaN,No,0,1,Offer E,Yes,39.66,No,Yes,NaN,8,No,Yes,No,No,NaN,No,No,Yes,Month-to-Month,Yes,NaN,74.3,74.3,0,0,39.66,NaN,1,,,,1,74.3
2908-ZTPNF,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,San Diego,NaN,"32.71346, -117.236378",32.71346,-117.236378,5,Q3,Yes,NaN,49,Offer B,No,0,No,Yes,DSL,21,No,Yes,No,Yes,Yes,Yes,NaN,Yes,One Year,Yes,NaN,NaN,2780.6,0,0,0,2780.6,0,,,,0,NaN
0902-RFHOF,1,Female,50,No,No,No,NaN,2,United States,California,San Dimas,91773,"34.102119, -117.815532",34.102119,-117.815532,1,Q3,No,0,9,None,Yes,35.49,No,Yes,Cable,11,No,No,Yes,Yes,NaN,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,72.9,651.4,0,0,319.41,970.81,1,,,,1,72.9
9824-QCJPK,1,Male,75,No,Yes,Yes,No,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,Q3,Yes,1,29,None,Yes,25.78,Yes,Yes,Fiber Optic,28,No,NaN,Yes,NaN,NaN,Yes,Yes,No,Month-to-Month,Yes,NaN,98.5,3004.15,37.55,40,747.62,3754.22,3,,,,3,98.5
8756-RDDLT,1,Male,60,No,No,Yes,No,NaN,United States,California,Burbank,91506,"34.169706, -118.323548",34.169706,-118.323548,3,Q3,Yes,1,NaN,None,Yes,21.17,No,NaN,Cable,13,Yes,No,Yes,Yes,No,No,No,No,NaN,Yes,Bank Withdrawal,60.4,3953.7,0,40,1418.39,5412.09,0,,,,0,60.4
8999-EXMNO,1,Female,30,No,No,No,No,0,United States,California,Inglewood,90302,"33.975332, -118.355252",33.975332,-118.355252,1,Q3,No,0,4,None,Yes,48.32,Yes,Yes,Fiber Optic,51,NaN,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,88.95,355.2,0,40,193.28,588.48,2,,,,2,88.95
6885-PKOAM,1,NaN,25,Yes,No,No,No,0,United States,California,NaN,NaN,NaN,33.323705,-116.626907,5,Q3,No,NaN,9,None,Yes,46.34,No,Yes,Fiber Optic,59,No,NaN,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,86.25,770.5,0,0,417.06,1187.56,0,,,,0,86.25
4855-SNKMY,1,Female,24,Yes,No,Yes,No,NaN,United States,California,Downey,90240,"33.956228, -118.120993",33.956228,-118.120993,3,NaN,Yes,3,52,Offer B,Yes,5.65,No,No,None,0,No,No,No,No,No,No,No,NaN,One Year,Yes,Bank Withdrawal,20.4,1090.65,0,0,293.8,1384.45,0,,,,0,20.4
2259-OUUSZ,1,Male,59,No,No,No,No,0,United States,California,Los Osos,NaN,"35.279984, -120.824288",35.279984,-120.824288,4,Q3,No,0,34,None,No,0,NaN,Yes,Cable,28,No,NaN,NaN,No,No,No,NaN,Yes,Month-to-Month,Yes,Bank Withdrawal,25.05,NaN,0,0,NaN,852.7,0,,,,0,25.05
8100-PNJMH,1,Female,61,No,No,No,No,0,United States,California,Pasadena,91104,"34.165383, -118.123752",34.165383,-118.123752,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,,,,0,NaN
5322-ZSMZY,1,Male,NaN,No,No,NaN,No,0,United States,California,Big Bar,96010,"40.775272, -123.287414",40.775272,-123.287414,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,,,,0,NaN
2321-OMBXY,1,Male,43,No,No,No,No,0,United States,California,Meadow Vista,95722,"39.003358, -121.022539",39.003358,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,,,,5,NaN
2969-QWUBZ,1,Male,69,No,NaN,No,No,0,United States,NaN,Glendale,91208,"34.195386, -118.238508",NaN,-118.238508,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,,,,0,NaN
8608-OZTLB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,Moreno Valley,NaN,"33.907361, -117.109972",33.907361,-117.109972,NaN,Q3,No,0,3,None,Yes,35.54,Yes,NaN,Fiber Optic,27,NaN,No,NaN,No,No,NaN,No,Yes,Month-to-Month,Yes,NaN,74.25,210.3,0,0,106.62,316.92,1,,,,1,74.25
4881-JVQOD,1,Male,53,No,No,Yes,Yes,3,United States,California,Mad River,95552,"40.390301, -123.412327",40.390301,-123.412327,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,,,,0,NaN
